Date,Description,Amount,Currency,Converted_INR,Category
2024-06-19,TABLETS PAYMENT,5086,JPY,2797.3,Health
2024-08-04,SHELL STATION PAYMENT,4903,INR,4903,Transport
2024-12-06,CULT FIT PAYMENT,44,GBP,4624.4,Health
2025-07-19,WIFI PAYMENT,2546,INR,2546,Utilities
2024-11-11,COFFEE PAYMENT,77,USD,6429.5,Food
2024-07-27,POWER BILL PAYMENT,41,USD,3423.5,Utilities
2025-01-30,HAIRCUT PAYMENT,31,EUR,2765.2,General
2024-04-11,SWIGGY PAYMENT,5872,JPY,3229.6,Food
2025-10-23,FLIPKART PAYMENT,9368,JPY,5152.4,Shopping
2024-12-19,ZARA PAYMENT,144,EUR,12844.8,Shopping
2024-07-26,FUEL PAYMENT,37,GBP,3888.7,Transport
2025-08-27,DISNEY+ PAYMENT,5878,JPY,3232.9,Entertainment
2024-02-17,LAB TEST PAYMENT,3085,INR,3085,Health
2025-08-07,DINNER PAYMENT,61,USD,5093.5,Food
2025-03-29,BREAKFAST PAYMENT,32,USD,2672.0,Food
2025-01-08,CLINIC PAYMENT,85,USD,7097.5,Health
2025-01-14,INSURANCE PREMIUM PAYMENT,104,USD,8684.0,Health
2024-08-02,POS / IKEA,3607,INR,3607,Shopping
2024-09-19,GYM PAYMENT,105,EUR,9366.0,Health
2024-10-14,GAS CYLINDER PAYMENT,6010,JPY,3305.5,Utilities
2025-03-29,TATA SKY PAYMENT,4160,INR,4160,Utilities
2025-02-07,GOLD'S GYM PAYMENT,4436,INR,4436,Health
2024-03-12,WWW.POSTPAID BILL.COM,2694,JPY,1481.7,Utilities
2025-12-05,WWW.LYFT.COM,41,EUR,3657.2,Transport
2025-05-07,GOLD'S GYM PAYMENT,137,GBP,14398.7,Health
2024-01-29,DINER PAYMENT,6614,JPY,3637.7,Food
2024-03-29,FLIGHT PAYMENT,4988,INR,4988,Transport
2024-09-02,CLINIC PAYMENT,86,GBP,9038.6,Health
2025-01-01,PHARMACY PAYMENT,18,USD,1503.0,Health
2025-01-03,UPI-METRO CARD-4257,3772,JPY,2074.6,Transport
2024-10-31,CLOTHES PAYMENT,975,INR,975,Shopping
2024-03-19,JIO FIBER PAYMENT,92,GBP,9669.2,Utilities
2024-10-09,MYNTRA PAYMENT,53,GBP,5570.3,Shopping
2024-05-12,ZARA PAYMENT,51,EUR,4549.2,Shopping
2025-12-06,WWW.SAMSUNG.COM,47,USD,3924.5,Shopping
2025-08-26,METRO CARD PAYMENT,7860,JPY,4323.0,Transport
2025-04-25,MAINTENANCE PAYMENT,2554,JPY,1404.7,Utilities
2025-09-19,DISNEY+ PAYMENT,132,GBP,13873.2,Entertainment
2025-10-29,CONCERT PAYMENT,39,USD,3256.5,Entertainment
2025-10-18,LAB TEST PAYMENT,1400,JPY,770.0,Health
2025-07-23,POS / CONCERT,56,USD,4676.0,Entertainment
2024-01-29,SPA PAYMENT,6,EUR,535.2,General
2025-11-13,UPI-PARKING-5053,53,EUR,4727.6,Transport
2024-01-08,ELECTRICITY BILL STORE,1503,INR,1503,Utilities
2025-11-03,PETROL PAYMENT,87,EUR,7760.4,Transport
2024-01-30,GAME PAYMENT,92,EUR,8206.4,Entertainment
2025-03-31,INSURANCE PREMIUM PAYMENT,66,GBP,6936.6,Health
2025-01-05,TABLETS PAYMENT,110,EUR,9812.0,Health
2025-07-27,HOTSTAR PAYMENT,2346,INR,2346,Entertainment
2025-04-26,VEGETABLES PAYMENT,27,EUR,2408.4,Food
2024-02-05,BUS TICKET PAYMENT,8996,JPY,4947.8,Transport
2025-10-27,UPI-TAXI-5757,3717,INR,3717,Transport
2024-05-04,ATM WITHDRAWAL PAYMENT,42,USD,3507.0,General
2025-09-11,SPOTIFY PAYMENT,492,INR,492,Entertainment
2025-05-05,NETFLIX PAYMENT,4308,INR,4308,Entertainment
2024-12-21,BLOOD TEST PAYMENT,1781,INR,1781,Health
2024-12-15,APPLE MUSIC PAYMENT,28,GBP,2942.8,Entertainment
2025-04-11,GAME PAYMENT,62,EUR,5530.4,Entertainment
2025-05-16,LPG PAYMENT,54,USD,4509.0,Utilities
2024-08-24,INSURANCE PREMIUM PAYMENT,38,EUR,3389.6,Health
2024-03-09,ELECTRICITY BILL PAYMENT,9285,JPY,5106.75,Utilities
2024-05-03,TAXI PAYMENT,7661,JPY,4213.55,Transport
2025-11-15,1MG PAYMENT,1281,INR,1281,Health
2024-04-07,SPOTIFY PAYMENT,121,EUR,10793.2,Entertainment
2025-04-03,RAPIDO STORE,138,EUR,12309.6,Transport
2025-08-04,MOBILE RECHARGE PAYMENT,37,USD,3089.5,Utilities
2024-02-02,CRICKET PAYMENT,52,EUR,4638.4,Entertainment
2025-12-04,BURGER KING PAYMENT,6224,JPY,3423.2,Food
2024-11-11,PRINT PAYMENT,54,EUR,4816.8,General
2024-03-07,TABLETS PAYMENT,39,USD,3256.5,Health
2024-05-07,UPI-GYM-8632,134,USD,11189.0,Health
2025-10-27,ESPRESSO PAYMENT,341,INR,341,Food
2024-06-01,FLIGHT PAYMENT,101,GBP,10615.1,Transport
2025-03-12,TEA PAYMENT,8,USD,668.0,Food
2025-08-23,NIKE PAYMENT,85,USD,7097.5,Shopping
2025-11-24,MOVIE PAYMENT,64,EUR,5708.8,Entertainment
2025-05-25,PARKING PAYMENT,90,EUR,8028.0,Transport
2025-02-19,MAINTENANCE PAYMENT,53,EUR,4727.6,Utilities
2025-05-06,STEAM PAYMENT,94,EUR,8384.8,Entertainment
2024-07-16,NIKE PAYMENT,77,USD,6429.5,Shopping
2025-11-02,WATER BILL PAYMENT,114,EUR,10168.8,Utilities
2025-12-05,VEGETABLES PAYMENT,44,GBP,4624.4,Food
2025-07-11,CONSULTATION PAYMENT,63,GBP,6621.3,Health
2025-08-12,FLIPKART PAYMENT,9791,JPY,5385.05,Shopping
2025-12-04,SPOTIFY PAYMENT,67,GBP,7041.7,Entertainment
2024-09-21,PREPAID RECHARGE PAYMENT,1433,INR,1433,Utilities
2025-05-02,HAIRCUT PAYMENT,9953,JPY,5474.15,General
2025-05-31,DINNER PAYMENT,4484,INR,4484,Food
2024-02-17,INDIGO PAYMENT,44,USD,3674.0,Transport
2025-02-22,POS / WATER BILL,81,USD,6763.5,Utilities
2024-11-28,COURIER PAYMENT,97,GBP,10194.7,General
2025-05-11,BUS TICKET PAYMENT,137,GBP,14398.7,Transport
2024-02-21,DONATION PAYMENT,321,INR,321,General
2024-01-03,TEA PAYMENT,4766,JPY,2621.3,Food
2025-04-04,YOUTUBE PREMIUM PAYMENT,84,EUR,7492.8,Entertainment
2024-08-21,MOBILE RECHARGE PAYMENT,1095,INR,1095,Utilities
2024-10-16,JIO FIBER PAYMENT,41,USD,3423.5,Utilities
2025-10-22,EMIRATES PAYMENT,52,EUR,4638.4,Transport
2024-08-29,SUPERMARKET PAYMENT,3162,INR,3162,Food
2024-01-28,PLAYSTATION PAYMENT,76,EUR,6779.2,Entertainment
2024-11-10,RENT PAYMENT,36,USD,3006.0,Utilities
2025-04-09,RESTAURANT PAYMENT,1800,JPY,990.0,Food
2024-12-10,MALL PAYMENT,42,USD,3507.0,Shopping
2025-11-19,TRAIN TICKET PAYMENT,32,USD,2672.0,Transport
2024-11-20,BROADBAND PAYMENT,568,INR,568,Utilities
2025-02-23,TATA SKY PAYMENT,142,GBP,14924.2,Utilities
2025-04-27,CRICKET PAYMENT,4131,INR,4131,Entertainment
2024-06-27,HAIRCUT PAYMENT,111,GBP,11666.1,General
2025-02-25,HOSPITAL PAYMENT,11,GBP,1156.1,Health
2024-10-17,POST OFFICE PAYMENT,70,USD,5845.0,General
2024-02-16,SALON PAYMENT,89,USD,7431.5,General
2025-10-18,INDIGO STORE,614,INR,614,Transport
2025-03-04,TABLETS PAYMENT,131,GBP,13768.1,Health
2024-10-19,SHELL STATION PAYMENT,774,INR,774,Transport
2024-04-20,BLOOD TEST PAYMENT,136,GBP,14293.6,Health
2024-06-09,UPI-PREPAID RECHARGE-4429,4035,JPY,2219.25,Utilities
2024-12-15,WWW.UBER.COM,127,GBP,13347.7,Transport
2024-03-06,LAB TEST PAYMENT,9460,JPY,5203.0,Health
2025-11-10,PHARMACY PAYMENT,44,USD,3674.0,Health
2025-06-16,TAXI PAYMENT,118,GBP,12401.8,Transport
2024-08-03,THEATRE PAYMENT,101,USD,8433.5,Entertainment
2025-11-26,WWW.JIO FIBER.COM,612,JPY,336.6,Utilities
2025-10-10,SHIRT PAYMENT,3353,INR,3353,Shopping
2024-05-25,ZARA PAYMENT,1149,INR,1149,Shopping
2025-12-09,RAPIDO PAYMENT,9,USD,751.5,Transport
2024-04-18,GAS CYLINDER PAYMENT,149,EUR,13290.8,Utilities
2025-02-14,INOX PAYMENT,117,GBP,12296.7,Entertainment
2024-05-29,PRINT PAYMENT,33,GBP,3468.3,General
2024-12-19,ATM WITHDRAWAL PAYMENT,38,EUR,3389.6,General
2025-04-02,APPLE STORE PAYMENT,1854,INR,1854,Shopping
2024-07-15,POS / LAB TEST,4490,JPY,2469.5,Health
2025-03-17,PRINT PAYMENT,126,GBP,13242.6,General
2024-03-31,MEDICINE PAYMENT,77,EUR,6868.4,Health
2025-06-06,POWER BILL PAYMENT,4736,INR,4736,Utilities
2024-12-08,TABLETS PAYMENT,108,GBP,11350.8,Health
2025-05-26,WWW.SALON.COM,2938,JPY,1615.9,General
2025-01-20,TRANSFER PAYMENT,1830,INR,1830,General
2025-04-07,APPLE STORE PAYMENT,4011,JPY,2206.05,Shopping
2024-03-26,GIFT PAYMENT,7497,JPY,4123.35,General
2024-11-20,BUS TICKET PAYMENT,934,INR,934,Transport
2024-07-14,YOUTUBE PREMIUM PAYMENT,4256,JPY,2340.8,Entertainment
2024-03-23,WIFI PAYMENT,4315,JPY,2373.25,Utilities
2025-04-26,BROADBAND PAYMENT,106,USD,8851.0,Utilities
2025-09-20,RAPIDO PAYMENT,4831,INR,4831,Transport
2024-10-28,DONATION STORE,8615,JPY,4738.25,General
2025-01-08,UPI-MOBILE RECHARGE-7911,4708,INR,4708,Utilities
2024-11-01,RESTAURANT PAYMENT,3990,INR,3990,Food
2025-07-18,LATTE PAYMENT,6389,JPY,3513.95,Food
2024-12-08,POS / TEA,128,GBP,13452.8,Food
2024-01-13,WWW.ELECTRICITY BILL.COM,35,USD,2922.5,Utilities
2024-11-07,SPA PAYMENT,639,JPY,351.45,General
2024-04-01,PRINT PAYMENT,132,USD,11022.0,General
2025-05-02,DOCTOR PAYMENT,38,GBP,3993.8,Health
2025-12-02,BUS TICKET STORE,137,USD,11439.5,Transport
2024-02-07,POS / IPL MATCH,48,EUR,4281.6,Entertainment
2024-09-01,TAXI STORE,57,USD,4759.5,Transport
2024-11-18,WWW.LATTE.COM,516,INR,516,Food
2024-08-09,WIFI PAYMENT,4826,INR,4826,Utilities
2025-11-25,POS / HOSPITAL,73,USD,6095.5,Health
2024-01-27,APPLE MUSIC PAYMENT,90,EUR,8028.0,Entertainment
2025-03-28,DINER PAYMENT,22,EUR,1962.4,Food
2025-09-01,WWW.PRIME VIDEO.COM,8281,JPY,4554.55,Entertainment
2024-07-31,TATA SKY PAYMENT,11,USD,918.5,Utilities
2025-11-21,TAXI PAYMENT,90,EUR,8028.0,Transport
2024-01-06,AMAZON PAYMENT,44,EUR,3924.8,Shopping
2024-12-29,SHIRT PAYMENT,58,USD,4843.0,Shopping
2025-05-22,PVR PAYMENT,60,USD,5010.0,Entertainment
2024-07-24,WIFI PAYMENT,7245,JPY,3984.75,Utilities
2024-01-20,PRIME VIDEO PAYMENT,3377,JPY,1857.35,Entertainment
2024-05-16,WWW.CRICKET.COM,3225,INR,3225,Entertainment
2025-02-04,DOCTOR PAYMENT,3797,INR,3797,Health
2024-05-13,AIRTEL BILL PAYMENT,85,USD,7097.5,Utilities
2025-01-31,ACT FIBERNET PAYMENT,80,USD,6680.0,Utilities
2024-08-09,UPI-APOLLO PHARMACY-2709,16,GBP,1681.6,Health
2024-11-13,CAB PAYMENT,72,USD,6012.0,Transport
2024-05-10,ZARA PAYMENT,80,USD,6680.0,Shopping
2025-08-02,ADIDAS PAYMENT,72,USD,6012.0,Shopping
2025-03-16,SHOES PAYMENT,2940,INR,2940,Shopping
2024-07-30,DTH PAYMENT,39,USD,3256.5,Utilities
2024-08-12,WWW.LUNCH.COM,4779,INR,4779,Food
2025-12-14,NETMEDS PAYMENT,2156,INR,2156,Health
2025-06-25,UPI-CAB-3348,118,INR,118,Transport
2025-12-16,SNEAKERS STORE,413,INR,413,Shopping
2025-06-20,INOX PAYMENT,6,GBP,630.6,Entertainment
2025-03-28,POS / KFC,5637,JPY,3100.35,Food
2024-07-04,JEANS STORE,142,USD,11857.0,Shopping
2025-10-21,BISTRO PAYMENT,4006,JPY,2203.3,Food
2024-10-13,YOUTUBE PREMIUM PAYMENT,2575,INR,2575,Entertainment
2024-08-22,POS / ACT FIBERNET,98,EUR,8741.6,Utilities
2024-10-28,SPA PAYMENT,85,GBP,8933.5,General
2024-09-29,TOLL PAYMENT,8354,JPY,4594.7,Transport
2024-09-18,BISTRO PAYMENT,11,GBP,1156.1,Food
2025-04-25,PVR PAYMENT,4148,INR,4148,Entertainment
2024-01-08,GYM PAYMENT,19,GBP,1996.9,Health
2025-11-08,UPI PAYMENT,106,GBP,11140.6,General
2025-04-14,MOVIE PAYMENT,86,EUR,7671.2,Entertainment
2024-11-01,NETMEDS PAYMENT,7706,JPY,4238.3,Health
2025-01-07,INOX PAYMENT,27,GBP,2837.7,Entertainment
2024-01-09,COURIER PAYMENT,28,EUR,2497.6,General
2025-04-29,IKEA PAYMENT,76,GBP,7987.6,Shopping
2024-09-12,UPI-XBOX-4863,38,EUR,3389.6,Entertainment
2025-08-22,SNACKS PAYMENT,99,GBP,10404.9,Food
2024-11-05,EMIRATES PAYMENT,44,EUR,3924.8,Transport
2024-01-19,MOBILE RECHARGE PAYMENT,146,GBP,15344.6,Utilities
2024-05-11,POS / EMIRATES,498,INR,498,Transport
2025-01-14,WWW.UNIQLO.COM,60,EUR,5352.0,Shopping
2024-12-25,WWW.MOBILE RECHARGE.COM,16,EUR,1427.2,Utilities
2025-05-24,DONATION PAYMENT,142,EUR,12666.4,General
2025-02-21,DISNEY+ PAYMENT,1394,INR,1394,Entertainment
2024-05-11,MCDONALDS PAYMENT,2830,INR,2830,Food
2025-01-21,PHARMACY PAYMENT,7585,JPY,4171.75,Health
2024-10-26,1MG PAYMENT,76,USD,6346.0,Health
2024-11-13,BUS TICKET PAYMENT,53,GBP,5570.3,Transport
2024-04-13,UPI PAYMENT,6044,JPY,3324.2,General
2024-07-20,XBOX PAYMENT,120,GBP,12612.0,Entertainment
2024-08-26,APPLE MUSIC PAYMENT,7659,JPY,4212.45,Entertainment
2025-08-09,SHIRT PAYMENT,3022,INR,3022,Shopping
2024-01-09,CASH PAYMENT,131,EUR,11685.2,General
2024-06-29,FUEL PAYMENT,131,EUR,11685.2,Transport
2024-12-05,UPI-TOLL-4355,2914,INR,2914,Transport
2025-02-13,WWW.FASTAG.COM,1672,INR,1672,Transport
2025-07-12,WATER BILL PAYMENT,66,GBP,6936.6,Utilities
2024-04-05,UPI-KFC-3507,2041,JPY,1122.55,Food
2024-12-02,UBER PAYMENT,60,EUR,5352.0,Transport
2024-03-28,POS / IPL MATCH,141,GBP,14819.1,Entertainment
2025-08-06,CINEMA PAYMENT,48,USD,4008.0,Entertainment
2025-01-01,RAILWAY PAYMENT,80,EUR,7136.0,Transport
2024-06-27,UNIQLO PAYMENT,113,USD,9435.5,Shopping
2024-01-11,BLOOD TEST PAYMENT,68,USD,5678.0,Health
2024-08-03,SAMSUNG PAYMENT,56,GBP,5885.6,Shopping
2025-04-20,PHARMACY PAYMENT,144,USD,12024.0,Health
2024-12-06,WWW.DONATION.COM,47,GBP,4939.7,General
2025-04-03,WWW.DENTIST.COM,111,USD,9268.5,Health
2025-11-24,INSURANCE PREMIUM PAYMENT,72,USD,6012.0,Health
2025-02-17,UPI-UNIQLO-7975,20,USD,1670.0,Shopping
2024-01-09,JEANS PAYMENT,63,USD,5260.5,Shopping
2025-07-03,IKEA PAYMENT,3627,JPY,1994.85,Shopping
2025-01-29,DIESEL STORE,97,USD,8099.5,Transport
2025-08-25,PETROL PAYMENT,63,USD,5260.5,Transport
2025-08-29,HAIRCUT PAYMENT,3096,INR,3096,General
2025-01-17,CONSULTATION PAYMENT,138,EUR,12309.6,Health
2025-06-07,PARKING PAYMENT,139,GBP,14608.9,Transport
2024-03-09,SPA PAYMENT,4128,INR,4128,General
2025-02-07,POS / JEANS,146,USD,12191.0,Shopping
2025-03-29,JIO FIBER PAYMENT,17,USD,1419.5,Utilities
2025-07-30,COURIER PAYMENT,1751,JPY,963.05,General
2024-12-27,NIKE PAYMENT,141,EUR,12577.2,Shopping
2024-11-07,SHOPPING PAYMENT,143,USD,11940.5,Shopping
2025-03-14,CASH PAYMENT,79,GBP,8302.9,General
2024-04-17,LYFT PAYMENT,87,USD,7264.5,Transport
2025-02-09,TATA SKY PAYMENT,6,GBP,630.6,Utilities
2024-12-04,FUEL PAYMENT,88,GBP,9248.8,Transport
2025-08-30,SPOTIFY PAYMENT,3042,INR,3042,Entertainment
2024-09-18,PUMA PAYMENT,8,USD,668.0,Shopping
2025-11-23,REEBOK PAYMENT,120,GBP,12612.0,Shopping
2025-09-26,IPL MATCH PAYMENT,2168,INR,2168,Entertainment
2024-01-19,ELECTRICITY BILL PAYMENT,118,GBP,12401.8,Utilities
2025-11-14,LATTE PAYMENT,120,GBP,12612.0,Food
2025-03-23,UPI-PRINT-6151,138,USD,11523.0,General
2025-10-20,ADIDAS PAYMENT,1319,JPY,725.45,Shopping
2024-03-21,MEDICINE PAYMENT,132,USD,11022.0,Health
2024-11-22,CLINIC PAYMENT,90,USD,7515.0,Health
2024-09-02,EMIRATES PAYMENT,10,USD,835.0,Transport
2025-11-29,STATIONERY PAYMENT,144,GBP,15134.4,General
2024-08-08,COURIER STORE,65,EUR,5798.0,General
2024-09-28,UPI-FRUITS-7557,145,GBP,15239.5,Food
2024-05-25,TACO BELL PAYMENT,49,EUR,4370.8,Food
2024-06-14,LYFT PAYMENT,66,GBP,6936.6,Transport
2025-05-29,APOLLO PHARMACY PAYMENT,9358,JPY,5146.9,Health
2024-04-05,VEGETABLES PAYMENT,73,EUR,6511.6,Food
2024-10-21,THEATRE PAYMENT,73,EUR,6511.6,Entertainment
2024-05-26,SPOTIFY PAYMENT,2428,INR,2428,Entertainment
2024-01-14,WWW.THEATRE.COM,37,GBP,3888.7,Entertainment
2025-01-10,MALL PAYMENT,123,USD,10270.5,Shopping
2025-09-07,GYM STORE,7366,JPY,4051.3,Health
2025-12-04,ZOMATO PAYMENT,109,GBP,11455.9,Food
2025-01-17,FASTAG PAYMENT,117,EUR,10436.4,Transport
2024-03-09,MEDICINE PAYMENT,145,USD,12107.5,Health
2024-11-22,CRICKET PAYMENT,1543,INR,1543,Entertainment
2024-11-07,PHARMACY PAYMENT,26,GBP,2732.6,Health
2024-01-17,APPLE MUSIC PAYMENT,61,EUR,5441.2,Entertainment
2024-08-16,COURIER PAYMENT,80,USD,6680.0,General
2025-04-22,STATIONERY PAYMENT,26,GBP,2732.6,General
2025-01-05,DECATHLON PAYMENT,6212,JPY,3416.6,Shopping
2024-11-04,MEDICINE PAYMENT,125,EUR,11150.0,Health
2025-02-22,TACO BELL PAYMENT,130,EUR,11596.0,Food
2025-02-15,JEANS PAYMENT,3626,INR,3626,Shopping
2025-04-28,POS / XBOX,52,USD,4342.0,Entertainment
2025-12-01,YOUTUBE PREMIUM PAYMENT,42,GBP,4414.2,Entertainment
2024-01-19,ATM WITHDRAWAL PAYMENT,2343,JPY,1288.65,General
2024-03-06,CONSULTATION PAYMENT,113,EUR,10079.6,Health
2024-12-10,HAIRCUT STORE,9750,JPY,5362.5,General
2024-01-30,POS / FLIGHT,4643,JPY,2553.65,Transport
2024-08-11,PETROL PAYMENT,141,GBP,14819.1,Transport
2024-06-29,DECATHLON PAYMENT,54,USD,4509.0,Shopping
2024-12-28,PREPAID RECHARGE PAYMENT,147,EUR,13112.4,Utilities
2025-02-15,CHARITY PAYMENT,4930,INR,4930,General
2025-10-17,FASTAG PAYMENT,3685,INR,3685,Transport
2025-09-25,TRANSFER PAYMENT,27,USD,2254.5,General
2024-04-10,ZOMATO PAYMENT,13,USD,1085.5,Food
2024-09-03,NETMEDS PAYMENT,6045,JPY,3324.75,Health
2025-08-26,DOCTOR PAYMENT,5271,JPY,2899.05,Health
2025-08-17,OLA PAYMENT,55,EUR,4906.0,Transport
2024-10-27,TEA PAYMENT,1033,JPY,568.15,Food
2024-07-09,STATIONERY PAYMENT,18,GBP,1891.8,General
2024-08-30,XEROX PAYMENT,9,GBP,945.9,General
2025-04-10,SAMSUNG PAYMENT,629,INR,629,Shopping
2024-06-10,CAPPUCCINO PAYMENT,133,GBP,13978.3,Food
2024-11-28,RAILWAY PAYMENT,132,EUR,11774.4,Transport
2025-01-09,WWW.CLOTHES.COM,23,USD,1920.5,Shopping
2024-12-03,BURGER KING PAYMENT,13,EUR,1159.6,Food
2024-11-25,POS / XBOX,4784,JPY,2631.2,Entertainment
2025-01-25,FUEL PAYMENT,50,GBP,5255.0,Transport
2025-10-08,POWER BILL PAYMENT,134,EUR,11952.8,Utilities
2025-02-20,FLIGHT PAYMENT,156,INR,156,Transport
2025-11-18,CONSULTATION PAYMENT,102,USD,8517.0,Health
2024-01-28,PUMA PAYMENT,59,USD,4926.5,Shopping
2025-07-05,HOTSTAR PAYMENT,28,GBP,2942.8,Entertainment
2024-04-21,GIFT PAYMENT,6592,JPY,3625.6,General
2025-06-11,KFC PAYMENT,29,GBP,3047.9,Food
2025-12-15,UPI-MEDICINE-3903,907,INR,907,Health
2024-11-14,GYM PAYMENT,5008,JPY,2754.4,Health
2025-10-11,CLINIC PAYMENT,4116,JPY,2263.8,Health
2024-05-08,1MG PAYMENT,149,USD,12441.5,Health
2025-03-11,BP PUMP PAYMENT,4658,JPY,2561.9,Transport
2025-04-03,CINEMA PAYMENT,1600,JPY,880.0,Entertainment
2025-01-10,CAPPUCCINO PAYMENT,36,EUR,3211.2,Food
2025-10-07,SEND MONEY PAYMENT,8032,JPY,4417.6,General
2025-06-12,DOMINOS PAYMENT,127,GBP,13347.7,Food
2024-08-04,CONSULTATION PAYMENT,130,GBP,13663.0,Health
2024-12-03,VEGETABLES PAYMENT,4932,JPY,2712.6,Food
2025-05-29,POS / VEGETABLES,3412,INR,3412,Food
2025-01-12,CLOTHES PAYMENT,3291,INR,3291,Shopping
2025-10-04,INSURANCE PREMIUM PAYMENT,106,GBP,11140.6,Health
2025-03-08,POS / SPOTIFY,41,EUR,3657.2,Entertainment
2024-02-26,FASTAG PAYMENT,60,GBP,6306.0,Transport
2024-10-21,SHELL STATION PAYMENT,112,EUR,9990.4,Transport
2024-09-14,PRIME VIDEO PAYMENT,6353,JPY,3494.15,Entertainment
2024-07-18,COURIER PAYMENT,77,EUR,6868.4,General
2024-11-25,WWW.UNIQLO.COM,2271,INR,2271,Shopping
2024-08-05,INTERNET PAYMENT,4840,JPY,2662.0,Utilities
2025-01-07,AIRTEL BILL PAYMENT,42,USD,3507.0,Utilities
2025-11-12,EMIRATES PAYMENT,4856,INR,4856,Transport
2025-01-25,PRIME VIDEO PAYMENT,1540,JPY,847.0,Entertainment
2025-06-08,WIFI PAYMENT,75,EUR,6690.0,Utilities
2025-10-20,UPI-TRANSFER-2644,5704,JPY,3137.2,General
2025-06-02,RESTAURANT PAYMENT,98,GBP,10299.8,Food
2024-10-19,INTERNET PAYMENT,102,EUR,9098.4,Utilities
2025-06-15,MYNTRA PAYMENT,31,EUR,2765.2,Shopping
2025-03-26,WATER BILL PAYMENT,4466,JPY,2456.3,Utilities
2024-12-07,AJIO PAYMENT,2081,JPY,1144.55,Shopping
2025-08-14,KFC PAYMENT,30,USD,2505.0,Food
2024-12-03,GIFT PAYMENT,557,INR,557,General
2025-07-10,INSURANCE PREMIUM PAYMENT,79,EUR,7046.8,Health
2024-10-15,CAB PAYMENT,8018,JPY,4409.9,Transport
2024-05-31,POST OFFICE PAYMENT,19,USD,1586.5,General
2025-04-11,CAFE PAYMENT,61,EUR,5441.2,Food
2025-09-15,LAB TEST PAYMENT,10,GBP,1051.0,Health
2025-02-17,AIR INDIA PAYMENT,4112,INR,4112,Transport
2025-04-28,UPI-SPOTIFY-7988,82,USD,6847.0,Entertainment
2025-02-17,CLOTHES PAYMENT,29,GBP,3047.9,Shopping
2024-05-23,BREAKFAST PAYMENT,58,GBP,6095.8,Food
2025-08-14,FLIGHT PAYMENT,51,EUR,4549.2,Transport
2024-03-18,CAB PAYMENT,147,GBP,15449.7,Transport
2024-09-08,CINEMA PAYMENT,148,GBP,15554.8,Entertainment
2025-04-24,SEND MONEY PAYMENT,86,USD,7181.0,General
2025-07-09,UPI-TRAIN TICKET-2477,9550,JPY,5252.5,Transport
2024-08-25,AIRTEL BILL STORE,9431,JPY,5187.05,Utilities
2025-01-25,SAMSUNG PAYMENT,54,EUR,4816.8,Shopping
2024-01-31,TABLETS PAYMENT,143,GBP,15029.3,Health
2024-09-06,NETFLIX PAYMENT,85,USD,7097.5,Entertainment
2025-03-22,DUNKIN PAYMENT,3799,INR,3799,Food
2024-01-24,SNEAKERS PAYMENT,9048,JPY,4976.4,Shopping
2025-04-21,GAS CYLINDER PAYMENT,1514,INR,1514,Utilities
2025-07-01,CAFE PAYMENT,142,EUR,12666.4,Food
2025-07-05,METRO CARD PAYMENT,5214,JPY,2867.7,Transport
2025-12-07,SHIRT PAYMENT,53,EUR,4727.6,Shopping
2024-11-24,UNIQLO PAYMENT,120,USD,10020.0,Shopping
2025-07-28,MEDICINE PAYMENT,1680,JPY,924.0,Health
2025-09-11,WWW.GOLD'S GYM.COM,86,USD,7181.0,Health
2025-03-30,COURIER PAYMENT,8324,JPY,4578.2,General
2025-05-22,TRAIN TICKET PAYMENT,110,USD,9185.0,Transport
2025-04-28,SALON STORE,150,EUR,13380.0,General
2025-02-22,LYFT PAYMENT,66,USD,5511.0,Transport
2024-04-09,BLOOD TEST PAYMENT,6,USD,501.0,Health
2025-11-07,ONEPLUS STORE,4970,INR,4970,Shopping
2024-09-23,INDIGO PAYMENT,1486,JPY,817.3,Transport
2024-08-24,COURIER PAYMENT,114,USD,9519.0,General
2025-01-09,AJIO PAYMENT,131,GBP,13768.1,Shopping
2025-10-15,BLOOD TEST PAYMENT,3963,JPY,2179.65,Health
2024-12-01,UPI PAYMENT,2352,INR,2352,General
2024-01-10,MAINTENANCE PAYMENT,53,GBP,5570.3,Utilities
2024-10-06,CLOTHES PAYMENT,37,EUR,3300.4,Shopping
2025-09-25,SPOTIFY PAYMENT,9730,JPY,5351.5,Entertainment
2024-10-09,IPL MATCH PAYMENT,5777,JPY,3177.35,Entertainment
2024-09-26,APPLE MUSIC PAYMENT,1229,INR,1229,Entertainment
2024-08-03,DOMINOS PAYMENT,9468,JPY,5207.4,Food
2024-07-13,LUNCH PAYMENT,19,USD,1586.5,Food
2025-02-18,CLOTHES PAYMENT,27,EUR,2408.4,Shopping
2025-11-22,TABLETS PAYMENT,142,EUR,12666.4,Health
2025-07-05,SNEAKERS PAYMENT,22,EUR,1962.4,Shopping
2025-03-29,POSTPAID BILL PAYMENT,1488,INR,1488,Utilities
2024-08-30,PREPAID RECHARGE PAYMENT,8397,JPY,4618.35,Utilities
2025-12-05,BP PUMP PAYMENT,21,GBP,2207.1,Transport
2025-05-03,SNACKS PAYMENT,38,USD,3173.0,Food
2024-06-22,FRUITS PAYMENT,61,GBP,6411.1,Food
2024-12-09,AIR INDIA PAYMENT,22,GBP,2312.2,Transport
